As At Month,Visa Type,Occupation,EOI Status,Points,Count EOIs
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,HOLD,70,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,HOLD,75,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,HOLD,80,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,HOLD,85,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,HOLD,100,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,25,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,40,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,45,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,50,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,55,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,60,24
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,65,185
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,70,147
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,75,125
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,80,86
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,85,54
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,90,26
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,95,<20
02/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,100,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,45,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,50,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,55,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,60,29
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,65,63
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,70,69
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,75,40
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,85,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,90,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,95,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,60,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,65,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,70,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,75,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,80,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,85,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,55,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,60,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,65,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,70,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,75,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,85,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,20,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,30,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,45,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,50,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,55,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,60,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,65,43
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,70,26
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,75,27
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,85,<20
02/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,90,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,25,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,50,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,55,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,60,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,65,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,70,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,LODGED,65,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,LODGED,75,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,35,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,40,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,45,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,50,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,55,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,60,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,65,34
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,70,31
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,75,24
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,85,<20
02/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,95,<20
02/2024,189PTS Points-Tested Stream,134212 Nursing Clinical Director,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,134212 Nursing Clinical Director,LODGED,65,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,50,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,60,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,65,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,70,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,75,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,85,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,INVITED,70,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,55,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,60,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,65,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,70,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,75,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,85,<20
02/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,SUBMITTED,60,<20
02/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,SUBMITTED,70,<20
02/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,SUBMITTED,75,<20
02/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,LODGED,70,<20
02/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,CLOSED,55,<20
02/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,CLOSED,70,<20
02/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,60,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,65,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,70,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,75,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,85,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,90,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,LODGED,75,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,60,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,65,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,70,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,75,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,85,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,90,<20
02/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,95,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,55,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,60,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,65,29
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,70,27
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,75,36
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,85,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,90,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,LODGED,70,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,LODGED,80,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,LODGED,85,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,HOLD,75,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,60,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,65,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,70,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,75,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,85,<20
02/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,90,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,65,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,70,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,85,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,90,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,LODGED,65,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,CLOSED,65,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,CLOSED,70,<20
02/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,55,<20
02/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,65,<20
02/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,70,<20
02/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,90,<20
02/2024,189PTS Points-Tested Stream,211212 Music Director,LODGED,70,<20
02/2024,189PTS Points-Tested Stream,211212 Music Director,CLOSED,75,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,55,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,60,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,65,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,70,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,75,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,85,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,90,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,60,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,65,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,70,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,75,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,85,<20
02/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,90,<20
02/2024,189PTS Points-Tested Stream,212111 Artistic Director,SUBMITTED,80,<20
02/2024,189PTS Points-Tested Stream,212111 Artistic Director,SUBMITTED,90,<20
02/2024,189PTS Points-Tested Stream,212111 Artistic Director,CLOSED,80,<20
02/2024,189PTS Points-Tested Stream,212111 Artistic Director,CLOSED,85,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,35,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,40,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,45,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,50,55
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,55,170
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,60,639
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,65,2258
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,70,3412
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,75,2691
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,80,2141
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,85,1725
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,90,1016
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,95,529
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,100,276
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,105,52
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,110,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,120,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,125,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,50,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,55,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,60,29
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,65,133
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,70,199
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,75,160
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,80,116
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,85,125
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,90,79
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,95,54
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,100,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,105,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,65,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,70,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,75,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,80,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,85,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,90,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,95,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,40,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,50,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,55,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,60,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,65,66
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,70,51
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,75,84
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,80,60
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,85,46
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,90,48
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,95,27
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,100,29
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,20,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,30,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,35,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,40,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,45,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,50,32
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,55,150
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,60,383
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,65,827
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,70,1215
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,75,1137
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,80,1085
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,85,1355
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,90,1319
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,95,1280
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,100,833
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,105,157
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,110,<20
02/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,115,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,45,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,50,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,55,25
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,60,99
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,65,396
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,70,596
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,75,452
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,80,348
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,85,284
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,90,104
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,95,27
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,100,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,105,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,110,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,55,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,60,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,65,21
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,70,28
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,75,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,80,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,85,24
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,90,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,95,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,100,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,INVITED,70,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,55,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,60,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,65,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,70,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,75,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,80,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,85,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,90,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,95,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,100,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,30,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,40,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,45,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,50,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,55,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,60,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,65,48
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,70,63
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,75,91
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,80,97
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,85,111
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,90,74
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,95,52
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,100,25
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,105,<20
02/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,110,<20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,50,<20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,55,<20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,60,78
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,65,315
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,70,575
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,75,416
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,80,339
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,85,272
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,90,105
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,95,41
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,100,<20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,105,<20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,LODGED,55,<20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,LODGED,60,<20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,LODGED,65,<20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,LODGED,70,20
02/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,LODGED,75,25
