As At Month,Visa Type,Occupation,EOI Status,Points,Count EOIs
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,LODGED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,LODGED,95,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,INVITED,75,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,INVITED,80,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,INVITED,85,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,INVITED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,HOLD,65,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,HOLD,75,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,HOLD,80,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,55,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,60,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,65,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,70,22
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,75,29
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,80,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,85,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133211 Engineering Manager,CLOSED,95,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,SUBMITTED,55,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,SUBMITTED,65,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,SUBMITTED,70,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,SUBMITTED,75,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,SUBMITTED,80,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,SUBMITTED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,LODGED,80,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,LODGED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,INVITED,75,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,HOLD,65,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,CLOSED,60,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,CLOSED,65,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,CLOSED,70,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,CLOSED,75,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,CLOSED,80,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,CLOSED,85,<20
04/2025,190SAS Skilled Australian Sponsored,133411 Manufacturer,CLOSED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133511 Production Manager (Forestry),CLOSED,70,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,55,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,60,20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,65,55
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,70,80
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,75,34
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,80,27
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,85,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),SUBMITTED,95,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),LODGED,65,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),LODGED,70,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),LODGED,75,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),LODGED,80,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),LODGED,85,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),LODGED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),LODGED,100,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),INVITED,75,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),INVITED,80,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),INVITED,85,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),INVITED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),HOLD,70,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,50,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,55,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,60,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,65,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,70,44
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,75,31
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,80,20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,85,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,90,<20
04/2025,190SAS Skilled Australian Sponsored,133512 Production Manager (Manufacturing),CLOSED,95,<20
04/2025,190SAS Skilled Australian Sponsored,133513 Production Manager (Mining),SUBMITTED,60,<20
04/2025,190SAS Skilled Australian Sponsored,133513 Production Manager (Mining),SUBMITTED,85,<20
04/2025,190SAS Skilled Australian Sponsored,133513 Production Manager (Mining),LODGED,80,<20
