As At Month,Visa Type,Occupation,EOI Status,Points,Count EOIs
08/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,80,93
08/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,85,68
08/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,90,37
08/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,95,<20
08/2024,189PTS Points-Tested Stream,133111 Construction Project Manager,CLOSED,100,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,45,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,50,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,55,20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,60,48
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,65,84
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,70,65
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,75,64
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,80,21
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,85,21
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,90,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,SUBMITTED,95,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,65,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,70,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,75,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,80,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,LODGED,85,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,55,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,60,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,65,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,75,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,HOLD,85,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,20,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,30,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,45,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,50,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,55,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,60,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,65,50
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,70,28
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,75,31
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,85,<20
08/2024,189PTS Points-Tested Stream,133211 Engineering Manager,CLOSED,90,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,25,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,50,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,55,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,60,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,65,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,70,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,75,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,80,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,85,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,SUBMITTED,90,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,LODGED,65,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,LODGED,75,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,LODGED,85,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,HOLD,55,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,HOLD,70,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,35,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,40,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,45,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,50,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,55,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,60,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,65,37
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,70,32
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,75,26
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,85,<20
08/2024,189PTS Points-Tested Stream,134111 Child Care Centre Manager,CLOSED,95,<20
08/2024,189PTS Points-Tested Stream,134212 Nursing Clinical Director,SUBMITTED,80,<20
08/2024,189PTS Points-Tested Stream,134212 Nursing Clinical Director,SUBMITTED,115,<20
08/2024,189PTS Points-Tested Stream,134212 Nursing Clinical Director,LODGED,65,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,50,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,60,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,65,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,70,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,75,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,80,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,85,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,95,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,SUBMITTED,100,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,LODGED,70,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,55,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,60,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,65,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,70,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,75,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,134213 Primary Health Organisation Manager,CLOSED,85,<20
08/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,SUBMITTED,60,<20
08/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,SUBMITTED,70,<20
08/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,SUBMITTED,85,<20
08/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,INVITED,75,<20
08/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,CLOSED,55,<20
08/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,CLOSED,70,<20
08/2024,189PTS Points-Tested Stream,134214 Welfare Centre Manager,CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,60,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,65,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,70,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,75,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,80,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,85,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,SUBMITTED,90,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,LODGED,85,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,55,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,60,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,65,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,70,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,75,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,85,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,90,<20
08/2024,189PTS Points-Tested Stream,139911 Arts Administrator or Manager,CLOSED,95,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,45,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,50,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,55,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,60,22
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,65,45
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,70,24
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,75,43
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,80,23
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,85,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,90,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,SUBMITTED,95,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,LODGED,70,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,LODGED,80,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,LODGED,85,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,HOLD,75,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,35,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,60,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,65,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,70,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,75,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,85,<20
08/2024,189PTS Points-Tested Stream,139912 Environmental Manager,CLOSED,90,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,70,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,75,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,80,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,85,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,SUBMITTED,90,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,LODGED,95,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,CLOSED,65,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,CLOSED,70,<20
08/2024,189PTS Points-Tested Stream,211112 Dancer or Choreographer,CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,55,<20
08/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,60,<20
08/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,65,<20
08/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,70,<20
08/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,75,<20
08/2024,189PTS Points-Tested Stream,211212 Music Director,SUBMITTED,90,<20
08/2024,189PTS Points-Tested Stream,211212 Music Director,CLOSED,70,<20
08/2024,189PTS Points-Tested Stream,211212 Music Director,CLOSED,75,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,55,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,60,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,65,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,70,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,75,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,80,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,85,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),SUBMITTED,90,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,60,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,65,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,70,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,75,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,85,<20
08/2024,189PTS Points-Tested Stream,211213 Musician (Instrumental),CLOSED,90,<20
08/2024,189PTS Points-Tested Stream,212111 Artistic Director,SUBMITTED,70,<20
08/2024,189PTS Points-Tested Stream,212111 Artistic Director,SUBMITTED,80,<20
08/2024,189PTS Points-Tested Stream,212111 Artistic Director,SUBMITTED,85,<20
08/2024,189PTS Points-Tested Stream,212111 Artistic Director,CLOSED,80,<20
08/2024,189PTS Points-Tested Stream,212111 Artistic Director,CLOSED,85,<20
08/2024,189PTS Points-Tested Stream,212111 Artistic Director,CLOSED,90,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,30,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,35,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,40,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,45,27
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,50,61
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,55,202
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,60,765
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,65,2436
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,70,3572
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,75,2791
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,80,2273
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,85,1801
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,90,1029
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,95,531
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,100,148
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,105,27
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,110,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,120,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),SUBMITTED,125,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,50,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,55,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,60,23
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,65,100
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,70,154
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,75,125
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,80,87
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,85,76
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,90,45
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,95,25
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,100,27
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),LODGED,105,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,65,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),INVITED,80,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,40,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,55,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,60,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,65,65
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,70,58
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,75,68
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,80,71
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,85,41
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,90,45
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,95,29
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,100,28
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),HOLD,105,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,20,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,30,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,35,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,40,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,45,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,50,45
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,55,200
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,60,493
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,65,1114
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,70,1617
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,75,1535
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,80,1413
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,85,1695
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,90,1538
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,95,1444
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,100,1026
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,105,224
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,110,<20
08/2024,189PTS Points-Tested Stream,221111 Accountant (General),CLOSED,115,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,45,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,50,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,55,42
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,60,106
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,65,442
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,70,650
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,75,552
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,80,403
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,85,328
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,90,125
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,95,37
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,100,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,SUBMITTED,105,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,55,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,60,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,65,20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,70,27
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,75,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,80,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,85,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,90,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,95,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,LODGED,100,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,60,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,65,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,70,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,75,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,80,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,85,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,90,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,95,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,HOLD,100,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,30,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,40,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,45,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,50,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,55,20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,60,25
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,65,85
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,70,102
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,75,136
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,80,137
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,85,147
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,90,86
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,95,61
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,100,30
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,105,<20
08/2024,189PTS Points-Tested Stream,221112 Management Accountant,CLOSED,110,<20
08/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,50,<20
08/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,55,20
08/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,60,89
08/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,65,385
08/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,70,621
08/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,75,520
08/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,80,380
08/2024,189PTS Points-Tested Stream,221113 Taxation Accountant,SUBMITTED,85,308
